repo	summary
sharaalt/DiscordLuau	Discord Luau is a translation of the Discord API into luau similar to projects such as Discordia, Discord.js, etc. Discord Luau works by handling the back-end networking i.e.
sharaalt/Infiltration-Game	Just messing around with AI in roblox using pathfinding service and nevermore!
sharaalt/IronsOfHeartRblx	Source code for IronsOfHeartRblx. This game was generated using Nevermore's CLI.
sharaalt/WeaponSystemTesting	Source code for WeaponSystemTesting. This game was generated using Nevermore's CLI.
sharkysharko/goopy-roblox-avatar-replacement	Hello there!! if this got sent to you either via me or someone whos spreading it another and your in need of an explanation of what this is, then lemme break it down for you this! is a tampermonkey script.
sharl16/LuauMP4	A ROBLOX Plugin that allows you to playback videos for free by splitting up JPG's or PNG's in many ImageLabels and playing them sequentially. Get the Plugin at: or use it locally by extracting this repository.
shawndeng1/restaurant-game	Bistro Boulevard is an original Roblox restaurant-management game inspired by the social management games of the late 2000s.
shawzyy457/Roblox-Template	A Roblox project template using Rojo, Wally, and Rokit.
shaziakhalid12121-code/profolio-website-roblox-dev	Two-page responsive portfolio website with:
SheepWizard/Roblox-ActionBinds	Roblox ActionBinds is a module that will allow you to create actions that can be controlled by key presses
Shepp04/stealing-game	A scalable Roblox framework that handles data saving and replication, provides monetisation features, supports self-contained systems, and uses the Services Controllers Components pattern.
Shepp04/woolly_beta	A scalable Roblox framework that handles data saving and replication, provides monetisation features, supports self-contained systems, and uses the Services Controllers Components pattern.
SherryMaster/roblox-temporary-blob-event	Blob Solver is a computer-vision-assisted SameGame planner for a colored-block browser game.
ShibaGCT/Roblox-Studio-Data-store-Inventory-Progression-Systems	[Roblox-Studio] DataStore & Inventory & Progression Systems
shiix10/ai-tool-by-hernyoka-for-robloxx	Generate professional Roblox Lua scripts instantly with AI - 100% Free, No Restrictions, 50+ Commands!
shinjiesk/CSStoUIGradient	To build the plugin and then import to Roblox Studio use:
shinjiesk/MaterialAssigner	To build the plugin and then import to Roblox Studio use:
shinjiesk/roblox-plugin-array	Roblox Studioでプラグインを有効にします。 ツールバーの「プラグイン」ー「配列複製」ボタンをクリックしてウィジェットを開きます。 複製したいオブジェクトを選択します。 ウィジェットでオフセット値と複製回数を設定します。 必要に応じて、座標系やその他のオプションを選択します。 「実行」ボタンをクリックして複製を開始します。
shiven0407/Entity-Component-System	This project implements a lightweight Entity Component System (ECS) in Lua, designed for real-time, server–client game environments.
shmeatley/atlas	Atlas is a procedural generation toolkit for Roblox, written in fully-typed Luau.
shmeatley/atlasstudio	Atlas Studio is a procedural terrain-sketching plugin for Roblox Studio. Its node graph produces terrain height, Roblox terrain materials, and sea level; the Build tab generates smooth terrain and water inside editable …
shmeatley/muster	Muster aims to be a drag and drop cross-server matchmaking solution that is extremely customizable, along with scalable architecture that can handle thousands of players in a queue without any extra work on your part.
ShouxTech/RobloxObservers	Observers to help simplify some specific event handling.
ShouxTech/wally-to-rbxmx	A tool to convert Wally packages and dependencies to Roblox Studio importable RBXMX files.
shuen756gh/family-gaming-guide	給家有國中生的家長：Roblox（Rivals、Blox Fruits）、YouTube 遊戲影片、Discord 語音聊天要注意什麼，以及可以跟孩子一起簽的「家庭遊戲約定」。
Shuiux/Roblox-Builder-Fonts	This repository provides a collection of the Roblox Builder fonts and the necessary code to retrieve them from the Roblox API.
shunlren2025-svg/roblox-build-day	A responsive promotional website for Roblox Build Day: a beginner-friendly event where students learn Roblox Studio, build a playable game, collaborate, and present their work.
shunnedreality/material-luau	MaterialLuau ensures that it is up to Material Design 3 specs by using actual Token values.
shunnedreality/material-symbols-roblox	To build, run npm run build. This will fetch and compile all the latest Material Symbols, prepare them for Roblox, and convert them to pngs.
shunnedreality/SimpleAB	Simple is in the name, this is an extremely lightweight testing utility that helps you create up to 3 testing variants (Control, A, B). It automatically assigns a server-persistent variant to a given UserId.
shv4n/Ardent	Personal development tracker, architecture notes, and roadmap.
Si-SenorTN/State	State Manager is a practical state solution that keeps Roblox as its' source of truth.
siatiquosquedavid-commits/roblox-pool-aim	-- AUTO AIM SINUCA (LEGIT) -- Uso educacional
SiideCode/reflaxe_Luau	A compiler that compiles Haxe code into Luau.
SilentLord23/RobloxGamblingfastb-ttre	Edgar Torture Machine is about our favorite* teachers' assistant Edgar who failed to many courses in University. CSN demanded all their money back, but Edgar had already spent it on äppel juice.
SillyDev2026/BufferBN	A high-performance big-number library for Roblox/Luau built around a compact 12-byte buffer representation.
SillyEviaStudios/roblox-scripts	A example of a leaderstats for a roblox game
sillyval/rojo-knit-example	Default project for Knit using Rojo, Wally and Selene.
SimonBrizuela/Roblox-Achievement	Colección de sistemas que hice para Roblox. Incluye inventario, combate, skills, guardado de datos, quests y más. Todo modular y listo para usar.
simondoesstuff/pipegame-rbx	Piping has no dependency on specific camera orientations. The wall direction and camera position are completely irrelevant in pipe placement. Piping is fast and consistent.
simontdobson/roblox-minecraft-screentime	Listen for Windows processes associated with Roblox or Minecraft starting up and/or ending Setup windows scheduler task to stop process once time limit has expired.
simonycyber-maker/blitz-karts	An original arcade kart racer built for Roblox with Rojo Luau. Genre-inspired by arcade kart racers in general (drift-boost, power-ups, lap racing — mechanics no single game owns) — not a reskin of any specific game.
sinefineinfinitum/spss12-roblox-api	A plugin for getting data from Roblox API. Supports basic gameData, activePlayers, visits, userId, userAvatarThumbnail, userAvatarThumbnailUrl, assetThumbnail, assetThumbnailUrl, gameIcon, gameIconUrl, groupRoles, …
singh03/rojomel-backend	This is the backend service for the Rojomel personal finance management app. It provides REST APIs to manage customers and finance entries (income/expense tracking).
singh03/rojomel-frontend	npm start yarn start ` App runs at and connects to the backend at
singularitystudiosdev/roblox-thumbnail-portfolio	AI-assisted thumbnail work, generated with a reference-image style-transfer method: a real top-performing Roblox game's thumbnail attached as a reference image, prompt reduced to "Make me a thumbnail for my game …
Sinsoxia/kallskar-nuclear-power-plant	Multiplayer Roblox simulator of a fictional Swedish 2,380 MWt pool-type sodium fast reactor. Design spec (source of truth for every number): kallskar_handoff/, also concatenated in KALLSKARALLIN_ONE.txt.
Sinu1X/Roblox-Cool-Camera	Hello again! This script will make your local camera in Roblox way more realistic! Well, let's get started. Ill help you to insert it in your game right.
SipinSlowly/Roblox-Console-Logout	just a simple script that logs the victim out of their roblox account
SirBepy/a_cxnfusing_framework	A batteries-included Roblox Luau framework for beginners and senior devs alike.
SirBepy/roblox_event_generator	Automatically generates type definitions for your Roblox EventManager by scanning Events.lua files.
SirMallard/Iris-Dev	Iris is an Immediate mode GUI Library for Roblox, Based on Dear ImGui. It solves the same problems as Dear ImGui: providing a simple and bloat-free UI system, designed for visualisation and debugging.
SirMelton/Roblox-Forum-Enhancer	This is just here to stop the gitHub crap...
siroku32/devsakancity	Sakancity SakanCity is Roblox Virtual Game map site.
Sisyphus-glitch/Roblox_BlenderMaker	用于 Codex 的 Blender 建模与骨骼绑定 skills，包含可编辑游戏资产的建模流程、面数预算、多视图验收、蒙皮、姿势测试、导出回读、安装器与网格审计工具。建模部分以 blender-modeling-gated v1.0.0 完整包为基础；绑骨骼部分使用独立的 blender-rigging-gated。
Sjdinsd/EasyAnimator	function EasyAnimator.new(animator: Animator, animations: { [string]: Animation })
Sjdinsd/MergeYourCrew	Showing will be private after UILabs issue is corrected
sjonas50/roblox-code	An AI-powered platform for generating Roblox games using Claude Code SDK with intelligent multi-agent orchestration.
Sk3dy/robloxluau	uicreation - localscript commands - localscript inventorydatasystem - serverscript miningsystemmanager - serverscript custompromptmanager - localscript inventorysessionmanager - modulescript worldsave - serverscript …
Skekdog/Rbxm-Script-Extractor	A quick script to extract scripts (ModuleScripts, LocalScripts, and Scripts) from a Roblox project. For my own use, but it doesn't cause hassle to release it. Uses Lune.
skibidi399/discord-to-roblox	Simple Express server that accepts POST /publish and exposes GET /messages for Roblox to poll. Set SHARED_SECRET environment variable (Render / hosting service) to secure the endpoints.
skidlarping/repo_template	Standalone Roblox backend template built on Rojo, meant to be copied over as the starting point for new projects. R6 only.
Skinny-yz/NullUI-Assets	Self-hosted mirror of the third-party icon/font files NullUI depends on at runtime, so it doesn't break if the original source repos get renamed, deleted, or go private.
Skinny-yz/vindUI-Test	Use example.luau to load full.luau and explore the interface. Replace core.luau and full.luau together when updating the library.
skunkplatform-roblox/AIA	AIA is a Roblox server-side moderation module designed to detect and act on unsafe player avatars, body parts, accessories, and full outfits.
skydynhorizon/skydynhorizon.github.io	A comprehensive LUAU script collection that recreates the Resident Evil 4 Remake camera and movement feel for R6 character models in Roblox.
skyeawi21-maker/saweria-roblox-api	Paket ini dibuat khusus agar kompatibel dengan SaweriaPoller Roblox.
SkySLoveS/Roblox_Tokens_Pars	Roblox Tokens Parser — утилита на Python для поиска токенов Roblox во всех .txt файлах, находящихся в указанной пользователем директории.
SKYxqc127/roblox-imageupload	C++ (libcurl + stb_image) web service that converts an image URL to a pixel matrix JSON for Roblox EditableImage.
SlabDot/RobloxMinecraft-Grid-System	Collection of Roblox Studio plugins for working with UI elements.
SlakerDev/RunningScriptRoblox	You can change the sprint key in the file The file goes in StarterPlayer > StarterPlayerScript
sleazynx/Frameworks---Roblox	A lightweight, scalable, and decoupled game framework for Roblox Studio designed to optimize game infrastructure.
Sleitnick/rbxts-streamable	A common problem in streamed Roblox experiences is dealing with the existence of instances on the client.
Sleitnick/rbxts-wait-for	A simple and safe wait to await the existence of instances.
Sleitnick/zig-luau-binding	Bindings for the Luau programming language.
slitherylemur/pi-roblox-bridge	Minimal bridge: terminal-generated Luau files -> auto-run inside Roblox Studio.
sly8057/Practica04-Arbol-rojo-negro	Este proyecto implementa un árbol rojo-negro (RBTree) en Java, una estructura de datos balanceada que garantiza operaciones eficientes de inserción, búsqueda y eliminación en tiempo logarítmico.
SmallWoken/ChatRBX	An experimental implementation of an LLM in Roblox. Click to play.
smcga/RobloxAlphaOne	A compact Roblox MVP using a filesystem-first workflow (Rojo + Wally + mise-en-place).
smeshar/LOOXMAXING-ROBLOX	Комплексная документация плейса в Roblox: концепция, игровые механики, система рангов, PvP-дуэли, донат-магазин, карта и архитектура кода.
SmithDennis5/SigmaX	A powerful and lightweight scripting environment for Roblox that enables advanced gameplay customization and automation.
smokyy718/Mini-Piece	Little mini project i made for fun, it is a combat system, directional dashing, with a ground slam ability, a geppo skill, and some NPC dummy's to fight.
snailsopretty/Roblox.Studio	In this repository I will show you both basic scripts and more advanced ones for the Lua programming language and the Roblox Studio program.
snarlyzoo/rbxts-gizmos	Debug drawing library for Roblox with support for lines, rays, shapes, raycasts, and more.
sneax1806/api-roblox	API simple pour stocker et récupérer les gamepasses des joueurs Roblox (type PLS DONATE).
Snegovik345/stav-like-esli-zhalko-roblox	Бот для автоматической технической поддержки интернет-магазина "Продаем все на свете". Отвечает на часто задаваемые вопросы, создает обращения к специалистам и предоставляет информацию о заказах.
snickerss-opensoftworks/roblox-remake-project-i-guess	This is a 2015 Roblox website remake built with React + Firebase.
sniper19p/BulkAnim-Publisher	BulkAnim Publisher is a Roblox Studio plugin that batch-uploads selected rig animations using AssetService:CreateAssetAsync, then organizes uploaded Animation instances in ServerStorage.
snippyrow/Roblox-ClientSearch	A quick client to search roblox related things. use the command 'commands' for help
Sno4pok/miy-vlasniy-bouncers	Welcome to my repository! This is a personal space where I write, structure, and document useful Lua/Luau scripts, game mechanics, and code snippets for Roblox Studio development.
snooty7/roblox-mcp	Node.js + TypeScript starter MCP server for Roblox Studio, intended for use from VS Code + Codex.
snow2fs/robloxexecutor.github.io	本源码是基于Butterfly 4.3.1的二次开发，暂时没做完全的主题分离，因此安装方法是整个博客的替换，建议另起一个文件夹进行安装，或备份好原来的资料再搬过来。当然你也可以不直接搬走，而是借鉴里面的部分代码写法。
Snowy41/OmegaTeams	Rojo-powered Roblox project for the football card pack and squad game.
SnusStille/steal-a-egg	Collect → Hatch → Build → Steal → Defend → Progress → Repeat
snxxxz/roblox-username-checker	A Python script for checking the availability of usernames across various platforms including Roblox and TikTok. It also supports username generation via a local HTML file and batch validation from a file.
so1mock/roblox-blocky-frontend	로블록스 코드 시각화(블록 코딩) 교육 서비스 게임 개발 도구인 로블록스 스튜디오의 코딩 과정을 시각화하여 코딩 원리를 배울 수 있는 교육 서비스입니다.
sochuk/rojo_durian_cashier	Aplikasi kasir Flutter untuk penjualan durian dengan tema kuning-hijau dan database lokal.
SOFTER123hashing/roblox-scripts	всем приветос красный нос. я не никитос но от никитоса барбоса. делаю скрипты либо пизжу их типо дохуя крутой окда?
sokingpeppi1985/Roblox-Deathrun	Deathrun-карта для Roblox в духе classic "Deathrun" из CS 1.6: один игрок — Killer, управляет ловушками вручную; остальные — Runners, бегут через 5 секций к финишу, уворачиваясь от смертельных механизмов.
soldenbit-arch/roblox	Бот для автоматического входа в Roblox с поддержкой 2FA и отправкой куки в Telegram.
Soldrion/Lords-and-Lieges	A Real Time Strategy set in the Middle ages.
solidkinder624-cmyk/my-first-lab	共有された設計図（Trigger / Workflow / Agent / Guardrail の4層設計、外部状態管理、 冪等性、リトライ種別ごとの扱い）を、実際に動くPythonコードに落とし込んだ実装。 外部APIキーが無くても dry-run で最後まで実行できる。
SolomonGM/VEngine-KendenDev	VEngine is a framework built around easy-to-use modules. It does this by providing some pre-implemented modules, and their types.
SolomonPython/Luau-Portfolio	Welcome to my portfolio repository! This is a collection of systems, scripts, and projects that I have created and am proud to showcase.
Solus-QE/weave	A first-person motorcycle lane-splitting game for Roblox, built in the spirit of the Steam game Lanesplit: ride a real-feeling superbike at speed down an endless highway, thread the gaps in traffic, and score by passing …
SolyNot/brainrot	This script is designed to emulate the chaotic, high-energy🥰🥰🥰🥰🥰🥰🥰🥰🥰.
someoneheredev/Trial-Scripting	Public Repository for the Trial Bomb Task for Coastline Group Development.
someoneidoknow/GurtedPMO	something for gurt gurt://twitter.pmo if you are interested
SomePogProgrammer/LuaU_Indepth_Docummentation	I also make videos going through these topics, I'd recommend watching them
SonOfMithras/noctalia-asusctl-plugin	A Noctalia plugin to control some ASUS Armoury Crate settings directly from a widget on your desktop or panel.
SonOfMithras/noctalia-powermon-plugin	A power monitoring plugin for Ryzen APU's, designed with laptops in mind so I deliberately tried to keep it light on resources.
SOPH-a-CAT/Soph-a-Cats_RobloxAdvertisment	A responsive promotional website built with plain HTML, CSS, and JavaScript. No frameworks or build step required.
Soren-Caron/deepcache	A 3-4 player co-op extraction shooter in Roblox, built as six production-shaped systems around one game loop. > Status: all eight milestones built and green — 1,079 pure-core tests, 139 backend tests, place published.
Sorm-Dev/roblox-development-skills-german	Dieses Repository ist ein fertiges Werkzeug-Set für die KI-gestützte Roblox-Entwicklung mit Claude Code.
sosorio309-maker/masterarbeit-code-rojoosorio	Dieses Repository enthält den vollständigen Code zur Masterarbeit. Es werden drei unterschiedliche Modellierungsansätze zur thermischen Parameteridentifikation eines Wohngebäudes implementiert und verglichen:
soucria973/Pet-Sistem	Sistema de pets para Roblox desenvolvido em Luau, responsável pelo gerenciamento de dados dos jogadores, inventário de pets, equipar/desequipar pets e multiplicadores de troféus.
sourbythehour/roblox-friendifier	this is an extension for changing (on the browser) connections to friends on roblox.
Sourca1/UltraGrounds	This repo is for my game called Ultragrounds! Its a battlegrounds game Based on the popular game called Ultrakill!
Sovvie/html-luau	Standalone repository for the html-luau compiler used by Sof.
spacek531/Roblox	Unreleased and unfinished projects. More will be added as I get around to them. I am not likely to have any answers to code questions regarding anything in this repository.
Sparty27/random-floor	Roblox гра типу "Last One Standing". Гравці стоять на арені з плиток, які поступово зникають. Останній гравець, що залишився на ногах — перемагає.
SpeedSterKawaii/Get-Roblox-Version	Most shittest thing on how to get roblox version Don't ask me why i made this repo. But it can be used for starters, anyway, goodbye bby.
SpeedSterKawaii/Lua-C-Roblox-Username	You are gay ok blah blah, found this in my collection of functions, basically displays the roblox username.
speedy507MA/ragdoll	This ragdoll system is an advanced system which is highly dynamic, can be easily modified, and is secure.
spelsgrate/RobloxGame1	A Roblox dragon riding game with combat mechanics, built with Rojo.
spigasteratos/roblox-ore-empire-tycoon	A minimal project template for Roblox games using Rojo for local development with VS Code.
Spigot12/roblox-mcp	A Model Context Protocol (MCP) server that connects Claude AI directly to Roblox Studio. Inspired by blender-mcp.
SpirituaILuke/Roblox-Universe-Updater	Just a simple ROBLOX game updater for multiple places in one universe
splah0657-ops/SPLAH-Roblox-News-Bot	Автоматически отслеживает @Roblox и @Bloxy_News и отправляет новые публикации в Discord.
Spookyz10/RPG-project	Common/src contém o código compartilhado por Lobbies e Raids. Edite ali para atualizar os dois places.
Springflake/PortfolioRoblox	index.html - markup assets/css/style.css - styles assets/js/data.js - all site content assets/js/main.js - renders the page from data.js
SprinklingThatDevOps/ChuzRobloxGame	A murder mystery game for Roblox. The rides never stopped. Neither did the killer.
Sprize1/roblox-AI	I'm trying to generate complete Roblox games (the 3D part layout plus the Luau logic that goes with it) from scratch.
SprSn64/RobloxBootleg	TODO: [ ] Implement SDL3 into the main engine [ ] Make the camera actually work right [ ] Make world map system with loading and editing [ ] Add basic player stuff (no animations or cosmetics yet) [ ] Add make the …
Spulecio2022/Roblox-Project	A modular, server‑authoritative mount system for Roblox featuring:
sqrcy/Rivet	Rivet is a Roblox/Luau systems layer for games that have outgrown loose startup scripts and scattered remotes.
sqzee1/template-luau	Toolchain: rokit, rojo, wally, wally-package-types
sridarp/roblox-shooter-game	A complete 3D shooter game for Roblox with advanced weapon systems, detailed 3D models, and particle effects.
srthMD/combatchaos	All source code of Combat Chaos managed with Rojo.
srthMD/doopley	Doopley is now (was for a long time) a module script that can be found here, that can be run in any game. If you want to look at the source, just import the asset into studio, no repo will be made for the module.
ssakeen679-alt/agent	/SCRIPT_ARCHIVE/ :: /SCRIPT_ARCHIVE/LocalScripts/ :: /SCRIPT_ARCHIVE/ModuleScripts/ :: /SCRIPT_ARCHIVE/Scripts/ ::
sseymore4/Roblox	Roblox Networking Library (Lua) Also known as "ModRemote"
SSolarite/roblox-developers-rules	This website contains the extra rules we as a community are enforcing. Visit →
sstangkh73/Karma	เมื่อทุกอย่างไม่ได้เป็นอย่างที่เห็น การตามหาความจริงอาจปลุกบางสิ่งที่ควรถูกฝังไว้
sstunickss/SimpleFramework	A lightweight Roblox framework that manages modules and remote communication through a clear, structured lifecycle.
ssynical/renderer	a simple 2d graphics renderer written in luau. draw shapes, handle events, make things move.
St3amyEggroll/Duck-game	A 2D duck combat platformer built on Roblox in Luau, version-controlled via Rojo. The source of truth is this repository (src/), not the .rbxl file.
St3amyEggroll/Prison-Builder	Build a prison so tight nobody gets out — then let real players spawn in and try. > Design the cells, walls, and cameras; catch the tunnels, contraband, and breakouts.
St3amyEggroll/space-sim	A deeply customizable 2.5D Newtonian N-body gravity sandbox for Roblox, written in strict Luau and synced with Rojo.
StandardSatire/elemental	An object-oriented framework for a functional environment.
standohel-crypto/Roblox-project-doctor	Сделай резервную копию проекта. Скопируй server.js, client/form.js и файлы analyzer из этого архива в одноимённые папки своего проекта.
stanwaw052010-coder/robloxthespellbrigade	Кооперативный wave-defense шутер про отряд волшебников в стиле **The Spell Brigade**, реализованный на Roblox / Luau. 1–8 игроков защищают портал от волн монстров, используя заклинания из разных книг (классов).
StaralDev/OptimizeArchitect	Optimize Architect is a new Roblox VFX plugin by Staral meant to replace Staral's VFX Tools. It is open source and would be benifited from any contributions.
StarcraftPlayer/Roblox-Settings-Editor	A WINDOWS ONLY app I made for editing certain Roblox settings OUTSIDE of Roblox, and enforcing those settings.
Starfyl3Heat/SimpleQueueSystem	Simple Queue System made by starfyl3_heat!
StarGazerDevelopment/roblox-hand-tracking-ai	Real-time, browser-based hand tracking powered by Google’s MediaPipe. Tracks up to two hands and overlays landmarks, bones, and bounding boxes directly on the live camera feed. Includes a rotatable 3D model view.
Steam-Happy/SteamBored	Cart ride around a 75kw diesel generator Anticheat Disabler
SteamAutomata/harmony	Keep It Simple & Smart! No fancy import("YourService") function that breaks Luau types. Just require it!
Stefanuk12/luau-json-tables	Sending data from one application to another can be difficult when dealing with special LuaU types. This project aims to fix that issue by properly serialising special types like Color3.
stefanutz221013/robloxfv3	This is a small demo project that evokes a game-platform home screen style and includes: Sign in / Sign out UI (localStorage demo) Serverless API endpoint to save user data locally (for local development) Redirect to …
stefanutz27/robloxfv2	Aceasta este o versiune completă a demo-ului, pregătită pentru push pe GitHub și deploy pe Vercel.
StemZ-DEV/AtlasLoader	A drop-in module loader for Rojo-managed Roblox projects. Load modules by name instead of brittle paths, get clear errors instead of silent nils, and let services boot in a predictable Init → Start order.
Stenimated/alloc	examples in ./example_custom.luau ./example_roblox.luau
Stephanycs/analisis-del-libro-rojo-de-bolivia-	Análisis exploratorio de 20 especies de mamíferos amenazados en Bolivia, basado en el Libro Rojo de los Vertebrados de Bolivia: Volumen V.
stephenyctsedev/Roblox-Coin-Pusher	A small Roblox coin pusher. The machine starts full of coins. Drop more coins, a pusher slab shoves the pile toward the edge, and coins that fall into the reward zone pay a bonus. Progress is saved per player.
stephwn2/AI-Roblox-Creator	Existing procedural asset and image-blueprint generation backend with a Blender add-on, being extended toward Roblox game creation.
SteveMLC/Bplug	A professional Blender addon that provides mesh optimization, segmentation, and rigging tools for organic animal models.
StevenDdrwrdr/Roblox-Dev	Making core systems for Roblox for developent efficiency.
StevenFRC5298/coolergame	Steven Pulgarin (Doctor Tuff) Diego Hernandez (Tuff Cool Dude) Elijah Ligon(The Tuff Skibidi)
stevenh81052-boop/roblox-	This is a simple horror game where you have to escape a maze while being chased by a pig monster.
StevenPaprika/RobloxTycoon	A classic tycoon-style game built on Roblox. Claim your own tycoon plot, buy equipment, generate income, and grow your fortune!
StevenRochlin/roblox-base-wars	This is a fork of Roblox's "Endorsed Weapons Kit". It includes some bug/error fixes from the original kit, as well as new features which does not exist in Roblox's version.
SteveReporting/Roblox-3D-Inventory-System	A reusable Roblox inventory showcase built around ViewportFrame item previews, equipment slots and server-validated equip/unequip requests.
SteveReporting/Roblox-Combat-Framework	A modular sword-and-shield combat sample for Roblox using a client intent / server authority model.
STICKMANYT/PingSystem	When clicking 'C' (select button on controller), a ping shows up for everyone where you aim.
sticrii/arenabattle	A turn-based battle game prototype built in Roblox using Rojo, Wally, and React-Roblox.
Stiexeno/roblox-csharp-components	Unity-style component system for roblox-csharp: write Health : Component in C#, tag an Instance with Component:Health, and the runtime spawns it with DI-resolved constructor dependencies.
stimpank316-prtf/Stimpank	Luau systems in Roblox Studio (Tower Defense, Tower System, Shop System, Inventory System, etc.) Beginner in C++
Stinson-Moss/Eden-CI-CD-Scripts	A collection of Luau scripts that automate the deployment pipeline for Roblox game development.
stom66/essentia-audio-to-luau	This is a simple demo project that uses the Essentia audio analysis library to extract musical features from audio and convert them into Luau tables, suitable for use in Roblox projects like rhythm games, music …
stormmaster9090/Mantaray	Mantaray is my newest devlopment of my older Lithium Roblox UI kit. It includes everything needed to make plugins and test gui for your game.
Stormtrooperhelmet/Shootout-Remastered-All-out-War	Advanced FPS inside of roblox. After almost three years, I finally learned to make FPS games inside of roblox. It will be my first ever FPS game launch and its gonna be a system made by me.
StoryBakery/Signal	FastSignal 과 NamedSignal 을 종합해 만든 개선 시그널입니다.
Str0iteL/RobloxOptimizer	Этот скрипт предназначен для оптимизации производительности в Roblox, улучшая FPS и снижая нагрузку на систему, отключая ненужные графические элементы и сервисы.
Strangerganger/Low-Poly-Roblox-Assets-LPRA-	-Tree, Rock, Grass, Terrain, MT, Pencil, Fence- -Broken Terrain, MT, Pencil- -Working Tree, Rock, Grass-
stranzero/roblox-authentication-bot	I have recently created a bot utilizing the Roblox OAuth, it is pretty simple and allows for the code to be modified and customised to your needs.
stranzero/roblox-game-stats	The Roblox game stats to Discord bot is a powerful and versatile bot designed to provide real-time updates and information about Roblox games within your Discord server.
Striker2783/Roblox-Modules	This is just a repository for a few Roblox Modules that I created.
strob3/dnf-updater	DNF Updater monitors and manages pending DNF5 and Flatpak updates directly from the Noctalia bar.
Strongestguy2/Roblox-Minecraft-Tycoon-game-tech-tree-editor	Game goal (Minecraft-ish tycoon) Players buy packs in a shop using money. Packs give block cards → players place blocks in the world.
StudioDevX81/RobloxTDS-Tutorial	Welcome to the Roblox TDS Tutorial repository! Here you will find all the necessary files and resources to create your own Tower Defense Simulator (TDS) game on Roblox.
studiorafa/dot	Module & utility library for efficient Roblox development.
studioswork/robloxstudio	this game pip install roblox py pip install roblox
StufflyerScripting/OpenRGL-Roblox	With OpenRGL, you can create games in your game using parts as pixels and pixels as a screen!
SubDSR/CoD-Zombies-Roblox	Recreación del modo Zombies de Call of Duty dentro de Roblox, desarrollado en Luau con el flujo de trabajo Rojo para sincronización en tiempo real con Roblox Studio.
Subjective-Technologies/subjective_roblox_uplaod_datasource	Subjective v2 datasource that uploads low-poly Roblox assets through the Roblox Open Cloud Assets API.
SubtoLocal/BliratoRealWebsiteRoblox	You ready to running the website? Is free for us but a not a lot like the API is not running with the website.
sudo-sleep-now/Waffles	Waffles is a dependency-free, high-performance binary serialization package for Roblox.
sudsk/roblox-for-kids	A Step-by-Step Guide for 10-Year-Olds (No Experience Needed!)
suedbyroblox/JToHCheat	THIS SCRIPT IS DISCONTINUED, I HAVE QUIT JTOH
sugeng-riyanto/Scoring-or-add-points-in-Roblox	This script creates a points system in Roblox where players can earn points by touching specific parts. The points are tracked in a leaderboard, and each part awards a different score.
sugukurukabe/Kanato_football	1v1サッカー対戦アクション「BREAKLINE FC(仮)」のプロジェクト基盤および垂直スライス(ゲート①)リポジトリです。
Suit-Up-Games/roblox-roact-boilerplate	A basic template for making a Roblox game
suit-up-repos/roblox-boilerplate	This boilerplate should serve as a solid basis for starting a new project. It has the latest version of Knit established, as well as core Controllers and Services written by Aaron Jay (seyaione)* that handle player save …
suit-up-repos/roblox-dsac-boilerplate	The DSAC Boilerplate is a private repository built with Roblox game development in mind.
sumzeas/roblox-degrees	"Six degrees of separation is the idea that all people are six or fewer social connections away from each other." - Wikipedia
sunggeun1695/robloxbot	src 폴더 밖에다가 .vscode 라는 폴더를 만들어주세요. 그리고 안에다가 settings.json 파일을 만들고 아래꺼를 복사해주세요. (9 ~ 17) 번째 줄까지 복사해주세요.
SunnyAero3/Sunnyblox	Sign up/ Login under construction. plz dont abuse my firebase api key
Supanutice/Roblox-Gamesz	An Anime Action RPG for Roblox — open world, multiplayer (PvE + PvP), gacha character collection, dungeon raids, boss battles, and guilds. Built in Luau with a modular, event-driven, service-oriented architecture.
superacidjax/car-wash-rush	Roblox city sandbox tycoon prototype built with Rojo.
SuperInstance/roblox-testkit	A standalone, headless test framework for Roblox Lua modules that runs outside of Roblox Studio.
SuperInstance/scrapcraft-roblox	The Scrapcraft yard (three.js voxel original at /home/eileen/projects/Scrapcraft) ported to Roblox Studio via Rojo.
SuperPuiu/Site-002-Remade-Archive	This is the public archive for Site-002 Remade. This contains the rojo project and also the full roblox place for a quick and easy setup.
SuperStirling/Roblox-Fire-Sys	find the server script "RadioSystem" and client script "RadioClient"
Suphakan-Satang-Work/RobloxTweenGenerator	introduction This Project Make by Claude Ai 🗃️ RobloxTweengenerator.Zip
Suprikk/RobloxMotion	Kontrol karakter Roblox pake gerakan kepala — tanpa install apapun, cukup buka browser.
surdodeumlado/Nullshift	Procedural psychological co-op horror for Roblox. 1-6 players.
Suriya005/Roblox-MCP-Template	เทมเพลตเริ่มต้นการพัฒนาเกมบน Roblox ด้วยโครงสร้างแบบ Service-Controller Pattern (Knit-like structure) ที่รองรับการเชื่อมต่อกับ Rojo เพื่อเขียนโค้ดภายนอก และระบบ Roblox Studio MCP Server เพื่อให้ AI …
SuspiciousLight/roblox-deploy-bot	A Discord bot that automates syncing GitHub changes to your Roblox game. This bot allows your balancing developer to use a simple /sync command to push their changes directly to Roblox without needing to ping …
