repo	stars	forks	created	pushed	lang	license
roblox-compilers/roblox-llvm	3	0	2023-10-12	2025-07-26	Python	
roblox-compilers/roblox-py	42	5	2023-07-06	2024-12-17	Python	AGPL-3.0
roblox-csharp/example-project	0	2	2024-07-30	2025-05-03	C#	
roblox-csharp/installer	5	1	2024-07-25	2024-08-02	C#	
roblox-csharp/janitor	0	0	2024-08-01	2025-01-06	Lua	
roblox-csharp/luau-ast	0	0	2024-08-04	2024-08-04		
roblox-csharp/roblox-cs.com	2	0	2024-07-29	2025-07-18	Vue	
roblox-csharp/types	2	1	2024-07-21	2025-05-28	C#	
Roblox-Database/robloxtest344	0	0	2025-05-09	2025-05-09	TypeScript	
Roblox-DeployHistory-Updates/android-runner	6	1	2025-05-15	2026-09-17	JavaScript	
Roblox-DeployHistory-Updates/ps-runner	2	0	2025-10-12	2026-09-17	JavaScript	
Roblox-Dev-Club/roblox-dev-club-website	0	0	2026-09-22	2026-09-24	HTML	
Roblox-Developers/Guides	0	4	2020-10-27	2023-11-12		Unlicense
Roblox-Devs/roblox-immersive-ads-bot	0	0	2022-11-11	2023-06-27	JavaScript	
Roblox-Devs/studio-offline	69	10	2024-03-08	2026-01-31	Rust	WTFPL
Roblox-Duck-Studios/Roblox-TS-Template-Base	2	1	2025-11-26	2025-11-27	Luau	MIT
Roblox-Duck-Studios/Roblox-TS-Template-Common	0	0	2025-11-26	2025-11-27	Luau	MIT
roblox-fans/roblox-auto-data-deleter	2	0	2025-01-28	2025-03-24	TypeScript	MIT
roblox-fans/roblox-deletion-queue	1	0	2025-06-07	2025-10-26	TypeScript	MIT
Roblox-FE/Just-a-Baseplate	0	0	2025-06-27	2025-06-27	Lua	
Roblox-GM-Toolset/Admin-Panel	0	0	2025-03-20	2025-03-20		MIT
Roblox-GM-Toolset/Anti-Cheat	0	0	2025-03-20	2025-03-20		MIT
Roblox-gs/Gold	2	0	2021-10-30	2021-10-30	Lua	
Roblox-HttpSpy/Random-Silly-stuff	0	0	2025-03-29	2026-07-17	Luau	GPL-3.0
Roblox-Indie-Wikis/irwa-templates	2	4	2025-03-02	2026-09-09	TypeScript	AGPL-3.0
Roblox-Indie-Wikis/mediawiki-extensions-RobloxAPI	12	1	2024-11-26	2026-09-14	PHP	GPL-2.0
roblox-js/core	5	0	2023-04-30	2025-03-22	TypeScript	MPL-2.0
roblox-keyax/roblox-clipper-docs	0	0	2026-08-06	2026-08-06	HTML	
Roblox-LearnCraft/Roblox-CraftLearn	0	0	2025-08-04	2025-08-04		
roblox-legacy/roblox-npm	0	1	2023-12-09	2023-12-09	JavaScript	MIT
Roblox-lua/API	0	0	2021-09-26	2021-09-26		
ROBLOX-MARKET/ROBLOX-MARKET.github.io	0	0	2026-09-12	2026-09-13	HTML	
roblox-marketplace-fee-subtractor/roblox-marketplace-fee-subtractor.github.io	0	0	2021-04-07	2021-04-07		GPL-3.0
ROBLOX-MinenWerfer/Turret-System	0	0	2020-04-22	2020-04-22		GPL-3.0
roblox-ms/Lua_u_-Implementations	0	0	2025-05-19	2025-05-25	Luau	
Roblox-MyTP/Jencode	0	0	2022-06-09	2022-06-09	Lua	
roblox-open-cloud/api-types	0	0	2024-04-09	2024-07-03	TypeScript	GPL-3.0
roblox-paw/paw	0	0	2026-04-27	2026-06-06	Rust	MIT
roblox-plus/extension	76	63	2017-04-30	2025-11-26	TypeScript	
roblox-plus/extension-comparison	0	0	2023-04-08	2024-06-23	TypeScript	
roblox-plus/nuget	6	0	2022-10-13	2024-06-23	C#	CC0-1.0
roblox-plus/roblox-npm	2	3	2020-12-13	2022-05-16	JavaScript	MIT
Roblox-Pro-Max/roblox-publisher-bot	0	0	2026-04-30	2026-06-04	Python	
Roblox-Public-Library/Roblox-Library-Website	0	1	2021-02-04	2021-02-04	JavaScript	MIT
ROBLOX-Reverse-Engineering/RRE-Site	8	3	2022-10-09	2024-08-13		
roblox-rs/roblox-rs	56	5	2022-06-28	2025-08-11	Rust	MPL-2.0
Roblox-script-obfuscations/FTAP-COM	0	0	2026-07-26	2026-09-11	HTML	
Roblox-Squad/Software	0	0	2018-03-20	2018-03-20		
Roblox-Thailand-Community-Network-RTCN/roblox-thailand-community-network-rtcn.github.io	0	0	2026-03-12	2026-08-31	HTML	
Roblox-Thot/Avatar2OBJ	0	1	2022-07-26	2024-04-04	Python	MIT
Roblox-Thot/captchaCodeMaker	0	0	2021-10-01	2021-12-10	HTML	MIT
Roblox-Thot/captchaCodeMakerV2	8	11	2021-12-03	2023-11-05	HTML	Apache-2.0
Roblox-Thot/cumCube	0	0	2023-07-08	2023-07-13	C#	
Roblox-Thot/DecalUploaderV2	8	2	2024-02-18	2025-01-15	Python	GPL-3.0
Roblox-Thot/Roblox-Uploader	2	3	2021-09-30	2022-05-08	Python	MIT
Roblox-Thot/RobloxMouseFix	0	0	2023-05-20	2023-06-01	Python	Apache-2.0
Roblox-Thot/Slipper	6	3	2022-11-06	2024-09-14	Python	GPL-3.0
roblox-tools-hub/roblox-username-to-userid	0	0	2026-06-18	2026-06-18	Go	
Roblox-Trackers/Roblox-API-Tracker	36	4	2021-03-16	2023-05-22		
Roblox-Trackers/Roblox-Asset-Types-Tracker	2	0	2021-08-25	2021-08-25		
Roblox-Trackers/Roblox-Help-Tracker	7	1	2021-06-09	2024-04-27	HTML	
roblox-ts/demo-game	11	2	2019-05-31	2020-12-21	Lua	
roblox-ts/demo-model	7	1	2019-06-01	2020-12-21	TypeScript	
roblox-ts/eslint-plugin-roblox-ts	5	0	2025-04-25	2026-07-22	TypeScript	MIT
roblox-ts/eslint-plugin-roblox-ts-legacy	7	8	2019-08-21	2024-11-18	TypeScript	
roblox-ts/inspect	2	1	2018-09-26	2019-11-18	Lua	MIT
roblox-ts/luau-ast-go	4	0	2025-03-12	2025-03-13	Go	MIT
roblox-ts/path-translator	0	1	2024-02-13	2026-09-09	TypeScript	MIT
roblox-ts/roblox-ts-bot	0	1	2022-11-18	2026-09-06	TypeScript	MIT
roblox-ts/roblox-ts-extensions	3	2	2020-11-22	2024-09-18	TypeScript	MIT
roblox-ts/roblox-ts.com	17	48	2018-09-05	2026-09-07	TypeScript	
roblox-ts/rojo-resolver	3	6	2022-01-17	2026-09-09	TypeScript	MIT
roblox-ts/services	10	16	2018-09-21	2025-10-20	Lua	
roblox-ts/types	44	83	2018-09-14	2026-09-23	TypeScript	MIT
roblox-ts/vscode-roblox-ts	3	4	2021-01-08	2024-09-18	TypeScript	
Roblox-UGC-Tri-Count-Tool-d219/.github	0	0	2026-09-23	2026-09-23		
roblox-uk/roblox	0	0	2026-05-17	2026-05-17	CSS	
Roblox-Voice-Chat/Roblox-Voice-Chat-No-ID-	0	0	2025-03-16	2025-03-16		
Roblox-Wolf/WolfPlayzRoblox	0	0	2019-09-23	2019-09-23		
Roblox-World-Creator/Roblox_World_1	0	0	2026-08-24	2026-09-07	Lua	
roblox-zablokirovan-kak-zayti-vpn/.github	0	0	2025-12-04	2025-12-04		
roblox01011/roblox	0	0	2025-03-16	2025-12-01	HTML	MIT
ROBLOX2011/ROBLOX	0	0	2021-03-06	2021-03-06		
Roblox4J/Roblox4J	2	0	2022-09-30	2025-05-31	Java	Apache-2.0
roblox888i235/Romower	0	0	2024-01-26	2024-01-26	CSS	MIT
roblox928/Lemne-gui	0	0	2024-12-26	2024-12-26		
roblox96959-source/roblox123.github	1	0	2026-09-07	2026-09-07	HTML	
ROBLOXADMIN1/Roblox-Admin-Ownership	0	0	2020-05-19	2020-05-19		
robloxadoptmeokok22-star/RobloxboosftFPS	0	0	2026-01-18	2026-01-18		
RobloxAIGames/ai-roblox-game-builder	0	0	2025-08-10	2025-08-10		
RobloxAlpha/RobloxGuiX-Beta	0	0	2022-04-30	2022-06-19		
RobloxAlpha/RobloxGuiX-JavaEdition	0	0	2022-05-01	2022-06-19		
RobloxAPI/build-archive	6	3	2020-04-29	2026-09-18	Go	MIT
RobloxAPI/doc	10	5	2019-02-07	2020-12-03		CC-BY-SA-4.0
RobloxAPI/rbx	0	0	2019-11-15	2019-11-15	Go	
RobloxAPI/rbxapiref	15	3	2018-09-04	2023-06-24	Go	MIT
RobloxAPI/rbxattr	2	1	2021-01-15	2022-11-09	Go	MIT
RobloxAPI/rbxclip	0	0	2015-09-23	2021-01-11	Go	MIT
RobloxAPI/rbxdhist	0	1	2018-09-04	2024-02-14	Go	MIT
RobloxAPI/rbxdump	7	0	2016-03-25	2024-03-06	Go	MIT
RobloxAPI/rbxfetch	1	1	2020-05-13	2024-01-23	Go	MIT
RobloxAPI/rbxfile	44	12	2014-11-27	2023-02-14	Go	MIT
RobloxAPI/rbxmesh	1	0	2017-06-20	2019-10-05	Go	MIT
RobloxAPI/rbxver	0	0	2024-02-12	2024-02-14	Go	MIT
RobloxAPI/ref	10	5	2018-09-12	2026-09-18		
RobloxAPI/roar	21	3	2024-02-25	2026-06-04	HTML	MIT
RobloxAPI/spec	22	4	2022-03-23	2024-05-31		CC-BY-SA-4.0
RobloxAPI/testfiles	0	0	2019-06-18	2021-12-22	Go	CC-BY-SA-4.0
RobloxAPI/types	3	1	2020-02-18	2021-06-20	Go	MIT
Robloxapilolkk/rbxconnect	0	0	2024-09-15	2024-09-16		GPL-3.0
RobloxArchiveProject/Rbxl	0	0	2023-10-12	2023-10-12		
RobloxAssaultSpecialists/RAS	0	0	2014-12-28	2014-12-29		
robloxasset/viewer	1	0	2021-01-31	2021-02-04	JavaScript	MIT
robloxaundy/luau-gltf-export	0	0	2024-12-20	2024-12-20	Luau	MIT
RobloxBadgeGuides/Roblox-Badge-Guides	1	0	2025-02-06	2025-03-24		GPL-3.0
RobloxBloopers/Resources	1	0	2025-08-08	2025-08-08		
robloxboj/robloxboy2016shop	0	0	2026-01-18	2026-01-18	HTML	
robloxboy100058/robloxwii	0	0	2024-02-11	2024-02-11		
robloxboy24/robloxboy24.github.io	1	0	2020-11-09	2021-03-30	HTML	
ROBLOXcoder889/Roblox-FPS-Fix	0	0	2020-09-15	2020-09-15		
RobloxCodestorm/ObjectSerialKit	0	0	2020-09-21	2020-09-21		
RobloxCodeTest/Roblox-API-Proxy	0	0	2026-08-16	2026-08-16	JavaScript	
robloxcom-corporation/Robloxcom-Testing-Enviroment	0	0	2019-02-14	2023-12-31	JavaScript	MIT
RobloxDe/Roblox	0	0	2024-07-04	2024-07-04	JavaScript	
RobloxDev-age7/intro_lab2_wenjun	0	0	2024-09-09	2024-09-09		
RobloxDeveloper1/RobloxDeveloper1.github.io	0	0	2022-04-18	2022-04-18	CSS	NOASSERTION
RobloxDeveloper1231/United-States-Military-USM-Dashboard	0	0	2026-04-03	2026-04-03	HTML	BSD-3-Clause
RobloxDeveloper1231/UnitedStatesMilitaryUSM	0	0	2026-03-15	2026-03-16	HTML	BSD-3-Clause
RobloxDevelopment/Roblox	0	0	2015-04-03	2015-04-03		
RobloxDevs/Roblox-InApp-Disable	2	1	2022-09-14	2022-09-23	JavaScript	MIT
robloxDigital/robloxDigital.github.io	0	1	2023-02-07	2025-02-05	JavaScript	
robloxduping/adoptme_duper	0	0	2024-06-25	2024-06-25		
robloxduping/dahood_duper	0	0	2024-06-25	2024-06-25		
robloxduping/mm2_duper	1	0	2024-06-25	2024-06-25		
robloxduping/ps99_duper	0	0	2024-06-25	2024-06-25		
Robloxedit/Edit-roblox	0	0	2023-09-12	2023-09-12		
Robloxer1274/Roblox	0	0	2023-12-22	2023-12-22		GPL-3.0
Robloxer1290/ROBLOX-2.0	0	0	2021-02-27	2021-02-27		
robloxerboxer122/robloxerboxer122.github.io	53	0	2023-09-20	2023-09-20	JavaScript	
RobloxerGamer228/AntonRoblox	0	0	2026-03-06	2026-03-06		
robloxfaces/Roblox	0	0	2021-12-11	2021-12-11		MIT
robloxfeed/lua-snippets	0	0	2021-04-15	2021-04-15	Lua	
robloxfinderid/roblox-server	0	0	2025-06-15	2025-06-15	JavaScript	
robloxfirststudios-create/Devblox	0	0	2025-08-30	2025-08-30		
robloxgamereviews/robloxgamereviews.github.io	0	0	2023-06-22	2023-06-24	CSS	NOASSERTION
robloxgames853/robloxgames853.github.io	0	0	2026-07-12	2026-07-13	HTML	
robloxgamesidea/Creador-de-ideas-de-juegos-de-robloxstudio	0	0	2026-08-19	2026-08-19	HTML	
ROBLOXGamin/RBLXGamer	0	0	2017-08-30	2017-08-30		
robloxgmail12345678-blip/Roblox-MiniGame-Commands	0	0	2026-08-26	2026-08-26	Lua	
robloxguru/robloxguru.github.io	0	1	2026-02-14	2026-02-17	HTML	
ROBLOXHOMEPAGELOGINACCOUNT92683927/home.github.io	0	0	2024-04-15	2024-04-15	HTML	
RobloxHub4567/AhmetPlay	0	0	2026-06-27	2026-06-27	HTML	
RobloxHumanoids/RobloxHumanoids.github.io	0	0	2019-11-24	2019-11-25	HTML	
robloxiaGuest666/nighfalls-scirpt-v1	0	0	2026-06-08	2026-06-08	Lua	
Robloxian-Support/Freshly-Shopping-SDMP	1	0	2026-01-11	2026-01-11		MIT
Robloxian612994522/RobloxiansLibrary	0	0	2024-06-15	2024-07-06	Lua	
RobloxianGamer4250/Event-Explorer	0	0	2026-08-19	2026-08-19		
robloxianmcjake/SCP-096-COMIX	0	0	2021-01-03	2021-01-03		
RobloxianNewsOwner/robloxian-news	0	0	2025-11-08	2025-11-08		
Robloxianofficial0/RobloxianCMD	0	0	2024-12-26	2025-02-10	Batchfile	
Robloxianos25/Roblox-XD	0	0	2025-06-11	2025-06-11	HTML	
RobloxianProductionsTesting/RobloxianProductionsTesting.github.io	1	0	2022-08-03	2022-08-31	JavaScript	
RobloxianScripte-TSB/ZelvicsMikezRoblox-INSTRUCTORMARKING	0	0	2026-04-07	2026-04-07		
robloxianstudio123/robloxianstudio123.github.io	0	0	2023-11-28	2025-06-22	HTML	
RobloxIconMods/Roblox-Icon-Mods	0	0	2025-09-14	2025-09-14		
RobloxIndonesia/robloxindonesia.github.io	0	0	2026-08-11	2026-09-20	HTML	
RobloxInfo/RobloxInfo.github.io	0	0	2021-08-15	2021-08-15	CSS	NOASSERTION
RobloxJojo/Your-bizzare-adventure	0	0	2022-07-11	2022-07-12		
robloxjs/roblox.js	0	0	2017-06-01	2017-06-01		
robloxjw02-dev/roblox-network-benchmark	0	0	2024-03-11	2024-03-19	Lua	MIT
robloxjw02-dev/roblox-output-sync	0	1	2024-03-08	2024-03-08	TypeScript	MIT
robloxjw02-dev/RobloxStudio-VSCode-Output-Synchronize	0	0	2024-03-08	2024-03-08	TypeScript	MIT
RobloxKnowDev/Cozy-Keepsakes-Restoration-Shop	0	0	2026-08-06	2026-09-23	Luau	
RobloxLabs/configuration-website	3	3	2023-02-25	2024-07-27	CSS	
RobloxLabs/web	41	26	2023-05-22	2024-03-31	JavaScript	MIT
RobloxLabs/web-core-databases	1	1	2023-03-13	2023-03-13	C#	
RobloxLabs/web-netframework	8	1	2024-03-31	2024-03-31	JavaScript	MIT
RobloxLearnHub/.github	0	0	2025-08-05	2025-09-11		
RobloxLearnHub/Roblox-EduCraft	0	0	2025-08-05	2025-09-11		
RobloxLilMilkGoat/Robloxian-Hangout-	0	0	2024-01-28	2024-01-28		
robloxlrtjabodebek/LRT-JABODETABEK-ROBLOX-	0	0	2026-01-29	2026-01-29	HTML	
robloxluakrnlaccount/ChatbotrblxForums.github.io	0	0	2025-10-04	2025-10-04	HTML	
robloxmandiscordbot/robloxmanisreal	0	0	2020-03-08	2021-09-04		
Robloxmange25/Robloxmanger25	0	0	2020-03-12	2020-03-12		
robloxmaster2013/RobloxDoD	0	1	2025-12-29	2026-07-25	Lua	
RobloxMC-Reward/Roblox	0	0	2021-07-15	2021-07-15		BSL-1.0
robloxmex/firstpageROBLOX	0	0	2025-06-13	2025-06-13	HTML	
ROBLOXMobileDevelopmentTeam/MobileApplicationsBugs	1	0	2015-05-04	2015-05-04		
RobloxModules/RoModules-DraggableGui	0	0	2025-08-12	2025-08-21	Luau	MIT
RobloxModules/RoModules-MoveEvent	0	0	2025-04-29	2025-04-29	Luau	MIT
RobloxModules/RoModules-NumberBox	0	0	2025-02-25	2025-09-21	Luau	MIT
RobloxModules/RoModules-PlayerMouse	1	1	2025-07-12	2025-07-26	Luau	MIT
RobloxModules/RoModules-TweenLib	0	0	2025-02-25	2025-02-25	Luau	MIT
robloxnexus/update-history	0	0	2026-09-23	2026-09-23		MIT
RobloxNort/.github	0	0	2025-09-09	2025-09-11		
Robloxoptimiz/XenoExecutRRR1	1	0	2026-07-17	2026-07-17		
RobloxPackageService/Actions	0	0	2017-07-25	2017-07-25	Lua	
RobloxPackageService/Network	1	0	2017-08-10	2017-08-16	Lua	MIT
RobloxPanel/Documentation	0	0	2017-07-09	2017-07-09		
RobloxPanel/Module	0	0	2017-09-10	2017-09-10		
RobloxPanel/Tracker	0	0	2016-01-10	2016-01-10		
RobloxPlayer-Roy/RobloxPlayer-Roy.github.io	0	0	2024-06-01	2024-06-01	HTML	Apache-2.0
Robloxplayer1108/cuddly-fortnight	0	0	2023-03-04	2023-03-04		
robloxplayer1243/EvolveTdvaluelist	0	0	2025-09-27	2025-09-27	HTML	
robloxPlusPlus/robloxPlusPlus.github.io	1	0	2024-09-21	2024-09-21		
robloxrankingbot101/Roblox-ranking-services-12	0	0	2025-11-29	2025-11-29	Python	NOASSERTION
robloxrantofficial-arch/robloxrantofficial-arch.github.io	0	0	2026-08-04	2026-08-07	JavaScript	
robloxrdir/index	0	0	2018-09-02	2018-09-02	HTML	
RobloxReality/PS99-Ultimate-V2	0	0	2024-02-03	2024-02-03	Lua	
RobloxRoleplayServer/LoginRegistrationForm	0	0	2024-04-15	2024-04-15	CSS	NOASSERTION
RobloxScriptBackups/CumHaxxBackup	0	0	2022-06-13	2022-06-13	Lua	
RobloxScripter-source/FlipBet.gg	0	0	2025-08-09	2025-08-09		
robloxscripter6245366542/roblox-lua-obscator	2	1	2026-05-21	2026-09-21	Lua	NOASSERTION
RobloxScriptKey/RobloxScriptKey_bot	0	0	2025-07-25	2025-07-28	Lua	
RobloxScripts-dev/Roblox-game-cloner	0	0	2026-07-23	2026-07-23		
RobloxScripts-dev/robloxgamecloner	0	0	2026-07-23	2026-07-23	HTML	
robloxshader/roblox-shader	5	0	2025-06-12	2025-06-12		
robloxshaders/pack-format	1	1	2024-06-05	2024-07-24	C#	NOASSERTION
robloxspy333/roblox-soy	0	0	2023-02-12	2023-02-12	Lua	
RobloxStew/Android	2	0	2026-09-02	2026-09-06	Kotlin	MIT
RobloxStranded/StrOS	0	0	2013-04-24	2013-04-24	Lua	
ROBLOXStudio/roblox-js	2	2	2017-08-10	2017-08-10	JavaScript	MIT
ROBLOXStudio/roblox-js-server	1	1	2017-08-10	2017-08-10	JavaScript	MIT
ROBLOXStudio/robloxstudio.apk	15	14	2017-08-15	2017-08-15	CSS	MIT
robloxstudio543-cpu/Robloxstudioinstaller.apk	0	0	2026-03-01	2026-03-01		
RobloxStudioCoder/BlacklistScript	0	0	2022-12-01	2022-12-01		
RobloxStudioMobile/Android	2	0	2025-03-19	2025-03-19		GPL-3.0
RobloxStudioScripts/laughing-dollop	0	0	2024-06-05	2024-06-05		
RobloxStudioss/RobloxStudio	1	0	2022-05-31	2022-05-31		
robloxsufrens/Roblox-Surfens	0	0	2026-07-18	2026-07-19	HTML	
RobloxSunboinhere/Sunbo	0	0	2022-08-28	2022-08-28		
robloxunblockedgames/robloxunblockedgames.github.io	0	0	2026-01-24	2026-08-25	HTML	
robloxuserk2-svg/roblox.nyplin	0	0	2025-11-21	2025-11-21	HTML	
robloxVelinoff70-spec/Robox-Cretors-in-GitHub	0	0	2026-05-16	2026-05-16		MIT
roblozexecutor-lgtm/A6leware	0	0	2026-03-07	2026-03-07	HTML	
robobob13/ao-stat-scaling-calculator	1	0	2024-07-09	2024-07-09	Python	
ROBOCHICKEN00072/OCTOPUS	0	0	2021-04-14	2021-04-15		
RobocrafterLP/data-and-monetization-store	0	0	2025-07-06	2025-08-08	Luau	
RobocrafterLP/plums-mimimap-react	0	0	2025-06-11	2025-06-11	Luau	
RobocrafterLP/robo-minimap	3	0	2025-04-26	2025-09-17	Luau	
RobocrafterLP/roplay	3	0	2026-08-01	2026-08-03	Luau	
RoboDevOFFICIAL/development-journey	0	0	2025-05-27	2025-05-27	HTML	
RoboDevOFFICIAL/Roblox-Username-Searcher	0	0	2024-03-24	2024-03-24	CSS	
Roboman100/Cinematic-Cameraman	0	0	2026-04-18	2026-04-18	Luau	MIT
Robonyantame/Roblox_http	1	0	2022-09-05	2022-09-05	Lua	
RoboPof/OpenMIRP	0	0	2026-07-31	2026-07-31		MIT
RobotCdd/Colour-Match	0	0	2025-10-10	2025-10-10	Lua	
RobotCdd/Glass-Bridge	0	0	2025-10-10	2025-10-10	Lua	
RobotCdd/Project-Shinigami	0	0	2025-10-08	2025-10-08	Lua	
RobotCdd/UNO	0	0	2025-10-09	2025-10-09	Lua	
RobotFuryNO9/Roblox.ai	0	0	2026-03-20	2026-03-20	TypeScript	
Robox-inc/Robox	0	0	2026-08-10	2026-08-10		
RobPYDeveloper/BruteRblox	20	39	2024-01-26	2025-12-11	Python	
RobPYDeveloper/coblox.py	0	0	2024-03-16	2024-03-16		MIT
ROBRO-S/R1	0	0	2026-06-13	2026-09-23	Luau	
RobsPlayz/robloxguide	0	0	2017-10-23	2017-10-23		
Robsploit/Ro-AC	0	0	2025-02-08	2025-02-08	Lua	
robux5313-lgtm/ai-admin-gui	0	0	2026-01-18	2026-01-27	Luau	
robuxbissdnd/https-phill.github.io-roblox-acc-market-	0	0	2026-07-23	2026-07-23	JavaScript	
robuxfree2k/Barbiedollnr1	0	0	2026-04-02	2026-04-02		
RobxSoft/Roblox-MySql-Server	3	1	2019-03-27	2019-03-27	JavaScript	
robxthegoat/devilkings-profio	0	0	2025-02-22	2025-02-22	HTML	
RoccoSances/AI-Assisted-Game-Developement	0	0	2026-07-14	2026-07-14	Luau	
rochasamuel/roblox-projects	0	1	2021-07-15	2022-07-21	Lua	
RoCheck/RoCrawlerLuau	0	0	2025-08-06	2025-08-07	Luau	
RocketB0ii/TextAnimationModule	0	0	2021-06-28	2021-06-29		MIT
Rocketgames738/moon-rp.de	0	0	2021-11-08	2021-11-08		EPL-2.0
rockettoad/untitled-roblox-game-repository	1	0	2023-09-10	2023-09-19		
rockuutree/roblox-ai-dialogue	0	0	2024-09-20	2024-09-20	Lua	
rockuutree/roblox-neoUI	0	0	2024-09-20	2024-09-20	Lua	
ROCKYANDTHEPAWPATROL20/Advanced-MIDI-Keyboard-Simulator	1	1	2025-10-05	2025-12-18	Python	GPL-3.0
RockyRocks1/rotate-and-roll	0	0	2026-01-04	2026-08-02	Luau	
RockyRosso/Get-Server-Location	0	0	2021-10-10	2021-10-10	Lua	
RockyRosso/Placement-System	0	0	2022-06-26	2022-07-30	Lua	
RockyRosso/Roblox-Moderation-Bot	0	0	2022-05-20	2022-05-20	JavaScript	
RockyRosso/RoMinistrator	0	0	2023-03-20	2023-03-20	JavaScript	MIT
RockyRosso/RoMinistrator-Panel	0	0	2023-03-20	2023-03-20	Lua	
Rocripts/Inf-Jump-1	0	0	2025-10-31	2026-03-04		BSL-1.0
Rocripts/Roblox-Myths-Introduction	0	0	2026-02-14	2026-03-04		MIT
rocush/roblox-relay-server	0	0	2025-09-13	2025-09-13	JavaScript	
Rocxxy/Tri-Counter	0	0	2026-04-14	2026-04-14		
rod-higgins/robloxguard	0	0	2026-04-09	2026-04-09	C#	
Rod2009P/Craftmine	0	0	2022-12-01	2022-12-01	JavaScript	
Rod822/Civil-County-Unit-Test	0	0	2025-10-19	2025-11-19	Luau	
rodaquino-OMNI/cacada-sombria	0	0	2026-06-28	2026-06-28	Lua	
rodaquino-OMNI/the-broken-box	0	0	2026-06-28	2026-07-14	Lua	
roddyb92-dotcom/roblox-detective-api	0	0	2026-02-28	2026-02-28	JavaScript	
RoDevExploits/Roblox-Simple-Admin-GUI	0	0	2025-07-18	2025-07-18		NOASSERTION
rodgerling123gamer/John-doe-anims-by-rodger	0	0	2026-03-19	2026-03-29	Lua	
Rodis-Infrastructure/Azalea	1	2	2024-01-08	2026-09-23	TypeScript	NOASSERTION
Rodis-Infrastructure/Azalea-Archive	2	0	2022-12-04	2024-05-10	TypeScript	
Rodis-Infrastructure/Magnolia-TS	0	0	2025-04-30	2025-05-17	TypeScript	
Rodis-Infrastructure/poll-executioner	2	0	2024-04-09	2024-04-18	TypeScript	
rodocs/docs	0	2	2019-06-15	2019-11-05		
rodocs/mini	0	0	2019-06-17	2019-06-17	HTML	
Rodotdalboeb/lstd	0	0	2026-06-10	2026-06-10		
rodrick160/UserVault	0	0	2024-02-18	2025-10-17	Luau	MPL-2.0
rodrigoaaron164-ui/RobloxMusicSystem	1	0	2026-08-07	2026-08-07		
RodrigoMesina/David-basuzqui	0	0	2023-02-08	2023-02-08	HTML	
rodriguezjasonlloyd/roforgecloud	0	0	2026-06-14	2026-06-28	Rust	
RodrigVF/desafio-roblox-primeira-experiencia	0	0	2022-12-04	2022-12-04		
Rodrilipee/Lumberjack-TheGame	0	0	2019-08-31	2019-08-31		
rodsta83/OhMummy	0	0	2026-09-23	2026-09-23		
RODTIGER/Grow-a-Garden-Calculator	0	0	2025-07-21	2025-07-21		
rodwynhacks/coolhacks	0	0	2018-04-14	2018-04-14		
Rodzyneiro/RobloxSchoolSystem	0	0	2025-07-25	2025-07-25		
Roee3011/robloxstreamlitapp	0	0	2025-09-23	2025-09-23	Python	
Roee3011/robloxstreamlitappV2	0	0	2025-09-25	2025-11-06	Jupyter Notebook	
Roemsi12/RobloxProject	1	1	2026-09-16	2026-09-22	Luau	
RoFearHypno/BufferWriter_v1.0	0	0	2026-01-27	2026-02-15	Lua	
RoFishy/roblox-project-template	5	1	2025-07-23	2026-08-29	Shell	MIT
rogagecom/roblox-oauth-express	0	0	2026-08-05	2026-08-05	JavaScript	MIT
roger2620/Oil-warfare-GUI	0	0	2022-08-27	2022-08-27		
rogieregie/Knife_Test	0	0	2026-06-15	2026-06-15	Luau	Apache-2.0
RoGrid-HQ/rogrid	1	0	2026-09-12	2026-09-21	Rust	
roguelxiv/Building-and-Raiding-Roblox-game	0	1	2026-07-30	2026-07-30	Lua	
roguerousseau/Nord-0	0	0	2026-07-17	2026-07-21	Lua	
roh1th-s/Chess-Roblox	1	1	2021-09-20	2022-03-17	Lua	
rohacek/Small-Roblox-Cursor	0	0	2026-08-25	2026-08-25		
rohampas/Alt-Detector-Roblox	0	0	2026-03-07	2026-03-08		MIT
rohankhan5655/Roblox-Clone	1	1	2024-08-01	2024-08-01	CSS	
ROHIT7-coder/Nex-Plays-	0	0	2026-09-01	2026-09-01	CSS	
RohitDasoji/Lightweight-DependencyLoader-ROBLOX-LUAU	1	0	2026-08-05	2026-08-13	Luau	NOASSERTION
rohman123/spotify-roblox	0	0	2026-06-20	2026-06-20	Lua	
RoieTikTok2021/Maybe-Roblox	1	0	2020-12-13	2020-12-13	HTML	
roizultra/Roadmaps	0	0	2025-06-21	2025-06-21		
rojasgarciafrank13-lang/apkk-luau	0	0	2025-11-03	2025-11-03	JavaScript	
rojo-rbx-original-copyright/rojo	0	0	2020-07-12	2020-07-12	Lua	MPL-2.0
rojo-rbx-original-copyright/rojo-brand	0	0	2020-07-12	2020-07-12		MPL-2.0
rojo-rbx/desert-bus-2077	37	11	2020-03-06	2024-01-24	Lua	MIT
rojo-rbx/edit-roblox-place	11	5	2019-08-19	2019-08-19	Rust	MIT
rojo-rbx/rbx-dom	197	70	2018-11-03	2026-07-29	Rust	MIT
rojo-rbx/rbx-test-files	10	12	2020-10-05	2026-07-08	Lua	MIT
rojo-rbx/rbxlx-to-rojo	297	81	2019-05-10	2023-11-12	Lua	MPL-2.0
